Unannotated Annotated CDSs
GB_GCA_002389265.1 1495 1958 3453
GB_GCA_002850255.1 2101 2386 4487
GB_GCA_002731295.1 760 1580 2340
GB_GCA_002731745.1 302 440 742
GB_GCA_002693615.1 1733 1526 3259
GB_GCA_002733385.1 1445 1369 2814
GB_GCA_002343825.1 1589 1120 2709
GB_GCA_002692605.1 1219 1025 2244
GB_GCA_002711465.1 497 546 1043
GB_GCA_002705605.1 704 797 1501
GB_GCA_002695065.1 1556 2602 4158
GB_GCA_002345475.1 1183 1213 2396
GB_GCA_002402755.1 2437 1270 3707
GB_GCA_002377765.1 2207 2229 4436
GB_GCA_002477905.1 730 699 1429
GB_GCA_002422865.1 1619 1183 2802
GB_GCA_002848895.1 1927 1519 3446
GB_GCA_002382065.1 2554 2065 4619
GB_GCA_002410715.1 1685 1188 2873
GB_GCA_002693245.1 588 1227 1815
GB_GCA_002307175.1 2584 2577 5161
GB_GCA_002748065.1 928 940 1868
GB_GCA_002591605.1 227 314 541
GB_GCA_002347645.1 1322 1361 2683
GB_GCA_002703515.1 341 695 1036
GB_GCA_002347805.1 704 942 1646
GB_GCA_002701785.1 786 815 1601
GB_GCA_002482685.1 1872 1116 2988
GB_GCA_002862945.1 734 941 1675
GB_GCA_002393195.1 2345 1158 3503
GB_GCA_002734085.1 2212 1293 3505
GB_GCA_002279825.1 1407 1389 2796
GB_GCA_002483465.1 1065 1058 2123
GB_GCA_002348045.1 1911 1516 3427
GB_GCA_002422955.1 2590 1423 4013
GB_GCA_002418725.1 723 930 1653
GB_GCA_002479765.1 978 1364 2342
GB_GCA_002455735.1 2457 2268 4725
GB_GCA_002703405.1 1296 1724 3020
GB_GCA_002784245.1 784 1175 1959
GB_GCA_002297415.1 687 803 1490
GB_GCA_002346585.1 1866 1057 2923
GB_GCA_002337205.1 1574 1120 2694
GB_GCA_002726415.1 638 1248 1886
GB_GCA_002338505.1 2058 1246 3304
GB_GCA_002779425.1 212 268 480
GB_GCA_002313575.1 1747 2013 3760
GB_GCA_002699695.1 794 1238 2032
GB_GCA_002840305.1 466 391 857
GB_GCA_002396705.1 318 284 602
GB_GCA_002841375.1 1631 2028 3659
GB_GCA_002707645.1 517 632 1149
GB_GCA_002282245.1 470 969 1439
GB_GCA_002363595.1 788 814 1602
GB_GCA_002395135.1 1468 1075 2543
GB_GCA_002430405.1 505 813 1318
GB_GCA_002404515.1 1489 1074 2563
GB_GCA_002390745.1 2785 1628 4413
GB_GCA_002469765.1 1088 796 1884
GB_GCA_002701945.1 696 704 1400
GB_GCA_002772825.1 281 297 578
GB_GCA_002840015.1 1443 1618 3061
GB_GCA_002311865.1 1577 1495 3072
GB_GCA_002691285.1 1137 865 2002
GB_GCA_002705575.1 875 976 1851
GB_GCA_002310175.1 938 852 1790
GB_GCA_002789895.1 632 324 956
GB_GCA_002381565.1 1238 1609 2847
GB_GCA_002725175.1 1089 1285 2374
GB_GCA_002401045.1 939 1071 2010
GB_GCA_002440825.1 2141 1416 3557
GB_GCA_002297105.1 633 576 1209
GB_GCA_002310015.1 1098 935 2033
GB_GCA_002695285.1 492 500 992
GB_GCA_002732685.1 767 942 1709
GB_GCA_002311835.1 1172 1282 2454
GB_GCA_002350705.1 1078 878 1956
GB_GCA_002772605.1 490 365 855
GB_GCA_002378195.1 517 362 879
GB_GCA_002715035.1 464 617 1081
GB_GCA_002395705.1 739 888 1627
GB_GCA_002694035.1 1321 1159 2480
GB_GCA_002346475.1 705 1060 1765
GB_GCA_002373435.1 974 890 1864
GB_GCA_002701875.1 500 565 1065
GB_GCA_002427755.1 2041 1576 3617
GB_GCA_002350855.1 979 766 1745
GB_GCA_002313895.1 1665 1724 3389
GB_GCA_002701525.1 574 716 1290
GB_GCA_002328825.1 862 1072 1934
GB_GCA_002774365.1 836 898 1734
GB_GCA_002703645.1 657 730 1387
GB_GCA_002729805.1 188 525 713
GB_GCA_002299475.1 425 471 896
GB_GCA_002773975.1 1395 1043 2438
GB_GCA_002691025.1 1782 1751 3533
GB_GCA_002414145.1 1139 1448 2587
GB_GCA_002713385.1 614 667 1281
GB_GCA_002323495.1 1699 1349 3048
GB_GCA_002691385.1 1243 1193 2436
GB_GCA_002692385.1 459 612 1071
GB_GCA_002730975.1 1881 1186 3067
GB_GCA_002408885.1 1782 1221 3003
GB_GCA_002733685.1 1574 1645 3219
GB_GCA_002409965.1 1395 1496 2891
GB_GCA_002494095.1 1270 1635 2905
GB_GCA_002450515.1 569 825 1394
GB_GCA_002423245.1 1329 1631 2960
GB_GCA_002469955.1 541 550 1091
GB_GCA_002440265.1 916 652 1568
GB_GCA_002392505.1 667 611 1278
GB_GCA_002724735.1 1570 853 2423
GB_GCA_002322435.1 503 444 947
GB_GCA_002282935.1 2427 1590 4017
GB_GCA_002435585.1 976 981 1957
GB_GCA_002698235.1 899 789 1688
GB_GCA_002480735.1 1382 2011 3393
GB_GCA_002396505.1 1803 1188 2991
GB_GCA_002477645.1 548 1339 1887
GB_GCA_002704505.1 846 1353 2199
GB_GCA_002396245.1 809 1105 1914
GB_GCA_002305315.1 1191 1337 2528
GB_GCA_002394765.1 814 802 1616
GB_GCA_002689995.1 1450 1141 2591
GB_GCA_002733905.1 1721 1575 3296
GB_GCA_002709505.1 1772 2028 3800
GB_GCA_002293185.1 962 956 1918
GB_GCA_002316185.1 583 658 1241
GB_GCA_002345925.1 1228 1226 2454
GB_GCA_002423615.1 1610 1774 3384
GB_GCA_002319915.1 1594 1421 3015
GB_GCA_002778865.1 618 344 962
GB_GCA_002491195.1 2466 1600 4066
GB_GCA_002419205.1 1202 1763 2965
GB_GCA_002772305.1 1114 1004 2118
GB_GCA_002753135.1 1655 1577 3232
GB_GCA_002448715.1 847 1344 2191
GB_GCA_002838835.1 2638 1879 4517
GB_GCA_002256285.1 1997 1336 3333
GB_GCA_002359675.1 868 739 1607
GB_GCA_002747745.1 442 380 822
GB_GCA_002720045.1 1044 1592 2636
GB_GCA_002711515.1 387 674 1061
GB_GCA_002729495.1 1443 1345 2788
GB_GCA_002408405.1 728 912 1640
GB_GCA_002839285.1 2505 1700 4205
GB_GCA_002477565.1 677 906 1583
GB_GCA_002238415.1 2870 2398 5268
GB_GCA_002451165.1 1612 1401 3013
GB_GCA_002315165.1 293 308 601
GB_GCA_002352045.1 1745 1314 3059
GB_GCA_002842045.1 2041 1786 3827
GB_GCA_002436025.1 1541 1065 2606
GB_GCA_002350995.1 1047 795 1842
GB_GCA_002483445.1 4304 2549 6853
GB_GCA_002708665.1 1035 781 1816
GB_GCA_002709555.1 1713 1733 3446
GB_GCA_002457435.1 724 1215 1939
GB_GCA_002348685.1 1469 913 2382
GB_GCA_002432275.1 726 1220 1946
GB_GCA_002432865.1 802 854 1656
GB_GCA_002699035.1 1644 880 2524
GB_GCA_002278995.1 1211 1619 2830
GB_GCA_002415895.1 1933 1508 3441
GB_GCA_002299675.1 725 784 1509
GB_GCA_002382385.1 897 1163 2060
GB_GCA_002431425.1 998 889 1887
GB_GCA_002393815.1 962 748 1710
GB_GCA_002299865.1 632 846 1478
GB_GCA_002730515.1 488 817 1305
GB_GCA_002305685.1 1114 1214 2328
GB_GCA_002441095.1 795 1023 1818
GB_GCA_002399815.1 629 731 1360
GB_GCA_002397305.1 1568 1895 3463
GB_GCA_002391305.1 1492 927 2419
GB_GCA_002724495.1 571 962 1533
GB_GCA_002345565.1 1439 1297 2736
GB_GCA_002350465.1 1274 1023 2297
GB_GCA_002291585.1 1776 1771 3547
GB_GCA_002394235.1 886 1213 2099
GB_GCA_002257235.1 897 759 1656
GB_GCA_002452835.1 761 1039 1800
GB_GCA_002395185.1 604 817 1421
GB_GCA_002305115.1 506 365 871
GB_GCA_002305615.1 877 664 1541
GB_GCA_002383425.1 1197 1011 2208
GB_GCA_002724455.1 1059 763 1822
GB_GCA_002382045.1 1502 1442 2944
GB_GCA_002793725.1 392 367 759
GB_GCA_002779965.1 643 430 1073
GB_GCA_002315505.1 1010 858 1868
GB_GCA_002296285.1 725 767 1492
GB_GCA_002308535.1 634 463 1097
GB_GCA_002693885.1 772 1151 1923
GB_GCA_002327475.1 1314 841 2155
GB_GCA_002437575.1 967 1017 1984
GB_GCA_002238685.1 2028 2265 4293
GB_GCA_002779455.1 1166 1126 2292
GB_GCA_002349415.1 1292 953 2245
GB_GCA_002409625.1 936 887 1823
GB_GCA_002773935.1 305 265 570
GB_GCA_002282065.1 430 906 1336
GB_GCA_002479405.1 1033 1314 2347
GB_GCA_002842575.1 1560 1213 2773
GB_GCA_002366645.1 1060 1243 2303
GB_GCA_002731805.1 918 712 1630
GB_GCA_002786915.1 2036 2025 4061
GB_GCA_002411275.1 1731 1676 3407
GB_GCA_002700385.1 849 1590 2439
GB_GCA_002478035.1 561 765 1326
GB_GCA_002415465.1 1082 1107 2189
GB_GCA_002483125.1 3327 2093 5420
GB_GCA_002346835.1 781 617 1398
GB_GCA_002334985.1 1328 998 2326
GB_GCA_002729875.1 1043 1184 2227
GB_GCA_002729765.1 770 1100 1870
GB_GCA_002733135.1 663 1103 1766
GB_GCA_002310075.1 1268 799 2067
GB_GCA_002440745.1 1792 1221 3013
GB_GCA_002773845.1 605 509 1114
GB_GCA_002717365.1 718 1106 1824
GB_GCA_002687745.1 625 1170 1795
GB_GCA_002322035.1 1160 1239 2399
GB_GCA_002429615.1 1583 1845 3428
GB_GCA_002390305.1 389 803 1192
GB_GCA_002297825.1 1056 805 1861
GB_GCA_002403375.1 1341 1599 2940
GB_GCA_002403305.1 1517 1384 2901
GB_GCA_002415925.1 1479 1536 3015
GB_GCA_002280725.1 2194 1639 3833
GB_GCA_002362735.1 1960 1688 3648
GB_GCA_002699725.1 797 1250 2047
GB_GCA_002479255.1 1739 1712 3451
GB_GCA_002381645.1 1984 1404 3388
GB_GCA_002782725.1 5224 2187 7411
GB_GCA_002705305.1 959 1522 2481
GB_GCA_002722565.1 918 1502 2420
GB_GCA_002415855.1 2023 1663 3686
GB_GCA_002347725.1 949 1154 2103
GB_GCA_900185645.1 1624 2031 3655
GB_GCA_002303775.1 1627 1104 2731
GB_GCA_002714575.1 2040 1349 3389
GB_GCA_002399505.1 807 604 1411
GB_GCA_002413505.1 1049 1052 2101
GB_GCA_002329565.1 600 888 1488
GB_GCA_002314195.1 1114 885 1999
GB_GCA_002387845.1 1857 1922 3779
GB_GCA_002726315.1 498 921 1419
GB_GCA_002400405.1 542 435 977
GB_GCA_002351275.1 587 739 1326
GB_GCA_002343075.1 2399 1411 3810
GB_GCA_002331465.1 1001 1339 2340
GB_GCA_002293345.1 558 663 1221
GB_GCA_002344065.1 2215 1614 3829
GB_GCA_002336985.1 1873 1533 3406
GB_GCA_002339565.1 708 689 1397
GB_GCA_002720935.1 903 731 1634
GB_GCA_002424865.1 899 1473 2372
GB_GCA_002297965.1 1316 927 2243
GB_GCA_002455975.1 2123 2008 4131
GB_GCA_002358575.1 2198 1592 3790
GB_GCA_002702805.1 474 724 1198
GB_GCA_002500745.1 2489 1938 4427
GB_GCA_002404015.1 1468 1551 3019
GB_GCA_002452155.1 347 335 682
GB_GCA_002408185.1 1550 1541 3091
GB_GCA_002471325.1 1179 1631 2810
GB_GCA_002793275.1 385 334 719
GB_GCA_002492745.1 1087 900 1987
GB_GCA_002354805.1 1402 1743 3145
GB_GCA_002381485.1 367 304 671
GB_GCA_002782305.1 459 425 884
GB_GCA_002690455.1 607 875 1482
GB_GCA_002789015.1 485 343 828
GB_GCA_002379065.1 595 876 1471
GB_GCA_002298585.1 956 817 1773
GB_GCA_002279795.1 1437 1639 3076
GB_GCA_002238645.1 1734 2176 3910
GB_GCA_002350955.1 1315 794 2109
GB_GCA_002729235.1 3502 2094 5596
GB_GCA_002722525.1 449 731 1180
GB_GCA_002693375.1 846 1254 2100
GB_GCA_002841865.1 1689 1868 3557
GB_GCA_002293155.1 491 1090 1581
GB_GCA_002480255.1 665 711 1376
GB_GCA_002363175.1 837 752 1589
GB_GCA_002299205.1 676 1057 1733
GB_GCA_002353995.1 1380 931 2311
GB_GCA_002733185.1 1588 1097 2685
GB_GCA_001579015.1 910 1121 2031
GB_GCA_002816585.1 929 1184 2113
GB_GCA_002404295.1 1443 1181 2624
GB_GCA_002731625.1 269 624 893
GB_GCA_002452975.1 1801 1410 3211
GB_GCA_002692105.1 610 808 1418
GB_GCA_002691245.1 743 1041 1784
GB_GCA_002340305.1 1696 1600 3296
GB_GCA_002329405.1 1209 1125 2334
GB_GCA_002690875.1 580 881 1461
GB_GCA_002692945.1 777 1101 1878
GB_GCA_002314435.1 1906 1603 3509
GB_GCA_002711825.1 2291 1533 3824
GB_GCA_002320595.1 1047 1265 2312
GB_GCA_002350355.1 1534 1017 2551
GB_GCA_002338245.1 1594 1936 3530
GB_GCA_002715305.1 378 605 983
GB_GCA_002423125.1 955 1072 2027
GB_GCA_002381225.1 769 779 1548
GB_GCA_002254335.1 1544 736 2280
GB_GCA_002392655.1 1116 1107 2223
GB_GCA_002440205.1 1051 884 1935
GB_GCA_002437805.1 814 859 1673
GB_GCA_002698945.1 2284 1845 4129
GB_GCA_002712325.1 402 842 1244
GB_GCA_001180065.1 312 596 908
GB_GCA_002411095.1 1168 792 1960
GB_GCA_002501455.1 1305 1875 3180
GB_GCA_002344825.1 801 961 1762
GB_GCA_002708935.1 914 1445 2359
GB_GCA_002771555.1 509 373 882
GB_GCA_002346805.1 367 828 1195
GB_GCA_002691145.1 1262 1105 2367
GB_GCA_002436205.1 701 417 1118
GB_GCA_002773695.1 618 433 1051
GB_GCA_002308755.1 495 649 1144
GB_GCA_002790095.1 2417 1508 3925
GB_GCA_002449065.1 483 599 1082
GB_GCA_002293725.1 684 491 1175
GB_GCA_002396195.1 869 617 1486
GB_GCA_002785015.1 684 410 1094
GB_GCA_002690175.1 681 1137 1818
GB_GCA_002689325.1 577 862 1439
GB_GCA_002699455.1 758 1267 2025
GB_GCA_002405095.1 610 783 1393
GB_GCA_002345965.1 2047 1599 3646
GB_GCA_002474355.1 670 958 1628
GB_GCA_002840755.1 3196 2504 5700
GB_GCA_002709125.1 1128 1391 2519
GB_GCA_002426145.1 1130 814 1944
GB_GCA_002424845.1 913 1166 2079
GB_GCA_002422125.1 1855 1032 2887
GB_GCA_002353385.1 1269 846 2115
GB_GCA_002336815.1 1748 1187 2935
GB_GCA_002469625.1 1521 2009 3530
GB_GCA_002431755.1 694 588 1282
GB_GCA_002257445.1 377 778 1155
GB_GCA_002699505.1 561 983 1544
GB_GCA_002783765.1 1610 883 2493
GB_GCA_002724825.1 870 1106 1976
GB_GCA_002696215.1 2314 1647 3961
GB_GCA_002420885.1 439 842 1281
GB_GCA_002689905.1 411 509 920
GB_GCA_002372935.1 627 603 1230
GB_GCA_002256055.1 1774 1971 3745
GB_GCA_002692545.1 871 1153 2024
GB_GCA_002377405.1 547 899 1446
GB_GCA_002454875.1 672 1100 1772
GB_GCA_002782065.1 554 363 917
GB_GCA_002784505.1 624 402 1026
GB_GCA_002322575.1 396 361 757
GB_GCA_002305255.1 926 1149 2075
GB_GCA_002406015.1 1191 1171 2362
GB_GCA_002317225.1 1292 924 2216
GB_GCA_002449415.1 1086 644 1730
GB_GCA_002816715.1 558 752 1310
GB_GCA_002746335.1 2042 1256 3298
GB_GCA_002788355.1 1525 1311 2836
GB_GCA_002255655.1 1167 1009 2176
GB_GCA_002779205.1 484 658 1142
GB_GCA_002715685.1 1291 1974 3265
GB_GCA_002707145.1 527 559 1086
GB_GCA_002238555.1 2362 1622 3984
GB_GCA_002374055.1 547 463 1010
GB_GCA_002254285.1 1036 839 1875
GB_GCA_002322475.1 2195 1280 3475
GB_GCA_002421745.1 367 289 656
GB_GCA_002382125.1 544 661 1205
GB_GCA_002366755.1 1543 994 2537
GB_GCA_002702705.1 2831 2277 5108
GB_GCA_002162115.1 1244 1306 2550
GB_GCA_002683775.1 518 564 1082
GB_GCA_002773725.1 297 293 590
GB_GCA_002384205.1 1118 816 1934
GB_GCA_002328635.1 994 1087 2081
GB_GCA_002707525.1 1117 834 1951
GB_GCA_002430675.1 713 473 1186
GB_GCA_002343805.1 2036 1202 3238
GB_GCA_002449845.1 2059 1236 3295
GB_GCA_002793035.1 553 451 1004
GB_GCA_002372295.1 927 729 1656
GB_GCA_002407935.1 875 1009 1884
GB_GCA_002728215.1 392 546 938
GB_GCA_002733945.1 1399 1228 2627
GB_GCA_002428935.1 1525 1917 3442
GB_GCA_002438745.1 986 814 1800
GB_GCA_002732055.1 711 1457 2168
GB_GCA_002685015.1 564 1196 1760
GB_GCA_002335345.1 774 745 1519
GB_GCA_002418835.1 2268 1785 4053
GB_GCA_002344285.1 4991 2553 7544
GB_GCA_002747185.1 374 723 1097
GB_GCA_002782325.1 178 249 427
GB_GCA_002716355.1 515 698 1213
GB_GCA_002352305.1 1069 812 1881
GB_GCA_002307095.1 1321 1314 2635
GB_GCA_002355935.1 1633 1175 2808
GB_GCA_002449395.1 934 1033 1967
GB_GCA_002327225.1 1283 1122 2405
GB_GCA_002403895.1 1986 1603 3589
GB_GCA_002691585.1 768 637 1405
GB_GCA_002288445.1 882 687 1569
GB_GCA_002390025.1 1296 1139 2435
GB_GCA_002842665.1 2235 1507 3742
GB_GCA_002361515.1 916 961 1877
GB_GCA_002720745.1 819 1004 1823
GB_GCA_002699585.1 3409 2446 5855
GB_GCA_002694745.1 1883 1844 3727
GB_GCA_002472155.1 1121 1444 2565
GB_GCA_002457645.1 538 575 1113
GB_GCA_002304435.1 845 913 1758
GB_GCA_002432635.1 1141 1892 3033
GB_GCA_002315205.1 452 631 1083
GB_GCA_002452915.1 1201 1181 2382
GB_GCA_002469845.1 254 848 1102
GB_GCA_002414185.1 1497 463 1960
GB_GCA_002383805.1 2201 1416 3617
GB_GCA_002862385.1 1331 1809 3140
GB_GCA_002409095.1 725 919 1644
GB_GCA_002336655.1 943 811 1754
GB_GCA_002491545.1 990 907 1897
GB_GCA_002384725.1 1167 820 1987
GB_GCA_002796245.1 950 1096 2046
GB_GCA_002836055.1 1969 1435 3404
GB_GCA_002482045.1 1145 951 2096
GB_GCA_002375825.1 1403 2084 3487
GB_GCA_002279215.1 3047 1004 4051
GB_GCA_002255315.1 652 820 1472
GB_GCA_002714285.1 487 663 1150
GB_GCA_002394395.1 857 638 1495
GB_GCA_002713285.1 615 736 1351
GB_GCA_002449345.1 932 701 1633
GB_GCA_002397355.1 794 834 1628
GB_GCA_002712715.1 606 730 1336
GB_GCA_002702065.1 3384 2705 6089
GB_GCA_002715345.1 494 543 1037
GB_GCA_002862585.1 631 572 1203
GB_GCA_002412765.1 2048 1824 3872
GB_GCA_002408065.1 1830 1424 3254
GB_GCA_002689735.1 484 464 948
GB_GCA_002472405.1 941 1061 2002
GB_GCA_002791275.1 516 417 933
GB_GCA_002296165.1 729 1110 1839
GB_GCA_002279205.1 1403 1192 2595
GB_GCA_002342465.1 1521 952 2473
GB_GCA_002323135.1 442 396 838
GB_GCA_002784595.1 948 715 1663
GB_GCA_002696425.1 301 672 973
GB_GCA_002478265.1 950 1293 2243
GB_GCA_002839315.1 1754 1660 3414
GB_GCA_002432565.1 2687 1290 3977
GB_GCA_002722245.1 1409 1101 2510
GB_GCA_002407925.1 488 769 1257
GB_GCA_002449265.1 696 634 1330
GB_GCA_002390285.1 711 1292 2003
GB_GCA_002694685.1 1842 1572 3414
GB_GCA_002347815.1 1038 1415 2453
GB_GCA_002315015.1 1001 1104 2105
GB_GCA_002772175.1 749 502 1251
GB_GCA_002350105.1 954 1344 2298
GB_GCA_002340095.1 892 1499 2391
GB_GCA_002399765.1 302 411 713
GB_GCA_002781645.1 1520 1727 3247
GB_GCA_002779345.1 494 523 1017
GB_GCA_002369055.1 793 678 1471
GB_GCA_002457395.1 167 572 739
GB_GCA_002697505.1 1191 741 1932
GB_GCA_002337545.1 2070 1109 3179
GB_GCA_002358295.1 459 841 1300
GB_GCA_002787455.1 511 790 1301
GB_GCA_002337525.1 730 814 1544
GB_GCA_002346715.1 470 790 1260
GB_GCA_002295885.1 1092 947 2039
GB_GCA_002256345.1 3287 3088 6375
GB_GCA_002299495.1 996 1148 2144
GB_GCA_002311745.1 1450 1077 2527
GB_GCA_002493515.1 1439 944 2383
GB_GCA_002339135.1 840 815 1655
GB_GCA_002339805.1 510 804 1314
GB_GCA_002712765.1 1478 1022 2500
GB_GCA_002299785.1 1116 794 1910
GB_GCA_002399405.1 1704 1808 3512
GB_GCA_002255515.1 1288 1818 3106
GB_GCA_002404895.1 983 928 1911
GB_GCA_002436365.1 1410 1736 3146
GB_GCA_002310415.1 428 358 786
GB_GCA_002305165.1 1899 1354 3253
GB_GCA_002500585.1 573 864 1437
GB_GCA_002715445.1 434 501 935
GB_GCA_002840245.1 1514 1693 3207
GB_GCA_002405475.1 881 1439 2320
GB_GCA_002708475.1 1004 1374 2378
GB_GCA_002434305.1 1196 1961 3157
GB_GCA_002366775.1 1409 1298 2707
GB_GCA_002710785.1 527 335 862
GB_GCA_002716345.1 619 751 1370
GB_GCA_002706365.1 1492 1135 2627
GB_GCA_002403185.1 478 662 1140
GB_GCA_002405165.1 598 733 1331
GB_GCA_002238965.1 1931 2070 4001
GB_GCA_002839995.1 1366 1658 3024
GB_GCA_002315745.1 796 643 1439
GB_GCA_002297685.1 1302 795 2097
GB_GCA_002425825.1 1330 978 2308
GB_GCA_002714185.1 624 706 1330
GB_GCA_002698365.1 522 546 1068
GB_GCA_002432705.1 288 509 797
GB_GCA_002491925.1 829 748 1577
GB_GCA_002477275.1 1129 614 1743
GB_GCA_002839185.1 774 1210 1984
GB_GCA_002350785.1 735 726 1461
GB_GCA_002348225.1 664 934 1598
GB_GCA_002472685.1 806 921 1727
GB_GCA_002720865.1 3387 1516 4903
GB_GCA_002344565.1 2164 1331 3495
GB_GCA_002397395.1 288 384 672
GB_GCA_002347485.1 981 977 1958
GB_GCA_002690495.1 483 684 1167
GB_GCA_002426275.1 1373 1068 2441
GB_GCA_002479495.1 1552 1611 3163
GB_GCA_002361555.1 628 895 1523
GB_GCA_002708265.1 593 935 1528
GB_GCA_900240285.1 1542 2574 4116
GB_GCA_002427505.1 603 878 1481
GB_GCA_002771645.1 599 391 990
GB_GCA_002793785.1 717 436 1153
GB_GCA_002340425.1 297 307 604
GB_GCA_002701925.1 325 759 1084
GB_GCA_002789775.1 2292 1364 3656
GB_GCA_002704825.1 3245 1840 5085
GB_GCA_002753185.1 2275 1754 4029
GB_GCA_002431785.1 855 682 1537
GB_GCA_002305355.1 519 358 877
GB_GCA_002716825.1 1544 1027 2571
GB_GCA_002842255.1 817 1007 1824
GB_GCA_002359745.1 1581 1120 2701
GB_GCA_002359315.1 1252 1181 2433
GB_GCA_002348365.1 1872 2270 4142
GB_GCA_002698995.1 1950 1767 3717
GB_GCA_002481925.1 860 799 1659
GB_GCA_002426785.1 1155 1056 2211
GB_GCA_002431435.1 896 582 1478
GB_GCA_002490665.1 1886 1571 3457
GB_GCA_002414125.1 839 797 1636
GB_GCA_002358555.1 1300 1282 2582
GB_GCA_002715145.1 1650 2704 4354
GB_GCA_002710685.1 2472 1831 4303
GB_GCA_002789695.1 2792 1178 3970
GB_GCA_002452665.1 922 1183 2105
GB_GCA_002405915.1 850 708 1558
GB_GCA_002449995.1 783 955 1738
GB_GCA_002715885.1 409 473 882
GB_GCA_002726445.1 478 941 1419
GB_GCA_002724985.1 4423 2106 6529
GB_GCA_002700365.1 965 1285 2250
GB_GCA_002421915.1 859 1288 2147
GB_GCA_002349865.1 765 875 1640
GB_GCA_002721165.1 414 1022 1436
GB_GCA_002414075.1 2026 1389 3415
GB_GCA_002686115.1 1470 916 2386
GB_GCA_002363705.1 512 624 1136
GB_GCA_002746135.1 1273 1701 2974
GB_GCA_002433655.1 1717 2020 3737
GB_GCA_002863085.1 550 670 1220
GB_GCA_002719695.1 602 611 1213
GB_GCA_002254365.1 2270 1652 3922
GB_GCA_002714805.1 718 790 1508
GB_GCA_002701375.1 1866 1162 3028
GB_GCA_002772205.1 340 220 560
GB_GCA_002342705.1 987 1737 2724
GB_GCA_002371675.1 1000 893 1893
GB_GCA_002477465.1 1450 1588 3038
GB_GCA_002692065.1 616 818 1434
GB_GCA_002360765.1 1748 2195 3943
GB_GCA_002778805.1 322 285 607
GB_GCA_002747105.1 604 520 1124
GB_GCA_002382415.1 656 810 1466
GB_GCA_002345675.1 1888 1443 3331
GB_GCA_002452745.1 1583 1995 3578
GB_GCA_002428985.1 4473 2991 7464
GB_GCA_002784795.1 543 431 974
GB_GCA_002480165.1 424 561 985
GB_GCA_002313335.1 556 1084 1640
GB_GCA_002408085.1 1982 2007 3989
GB_GCA_002840905.1 1972 1597 3569
GB_GCA_002686995.1 3858 1905 5763
GB_GCA_002713025.1 749 760 1509
GB_GCA_002753465.1 985 1041 2026
GB_GCA_002394325.1 1487 953 2440
GB_GCA_002692205.1 375 912 1287
GB_GCA_002456105.1 474 658 1132
GB_GCA_002440235.1 932 872 1804
GB_GCA_002319955.1 800 1032 1832
GB_GCA_002349985.1 1084 941 2025
GB_GCA_002367005.1 836 785 1621
GB_GCA_002683735.1 831 604 1435
GB_GCA_002412775.1 1426 1590 3016
GB_GCA_002311025.1 582 656 1238
GB_GCA_002476605.1 703 714 1417
GB_GCA_002492465.1 1637 1446 3083
GB_GCA_002707245.1 499 528 1027
GB_GCA_002319815.1 794 1471 2265
GB_GCA_002699125.1 4097 2792 6889
GB_GCA_002501105.1 1115 1360 2475
GB_GCA_002470645.1 1620 319 1939
GB_GCA_002699365.1 693 928 1621
GB_GCA_002728175.1 737 842 1579
GB_GCA_002352935.1 639 917 1556
GB_GCA_002733835.1 1537 1815 3352
GB_GCA_002725055.1 1204 986 2190
GB_GCA_002448235.1 1596 1790 3386
GB_GCA_002708165.1 377 288 665
GB_GCA_002705485.1 702 775 1477
GB_GCA_002732755.1 1347 784 2131
GB_GCA_002840645.1 1106 994 2100
GB_GCA_002722995.1 490 617 1107
GB_GCA_002299625.1 543 785 1328
GB_GCA_002863145.1 1036 873 1909
GB_GCA_002421585.1 577 691 1268
GB_GCA_002484265.1 1704 1674 3378
GB_GCA_002299125.1 1075 1169 2244
GB_GCA_002476705.1 615 736 1351
GB_GCA_002492075.1 1317 866 2183
GB_GCA_002841625.1 1660 1840 3500
GB_GCA_002422685.1 1164 1802 2966
GB_GCA_002434335.1 2452 2349 4801
GB_GCA_002683975.1 1380 2014 3394
GB_GCA_002816705.1 522 803 1325
GB_GCA_002713215.1 3080 1422 4502
GB_GCA_002408785.1 725 912 1637
GB_GCA_002399445.1 934 1152 2086
GB_GCA_002500605.1 606 1043 1649
GB_GCA_002449915.1 691 937 1628
GB_GCA_002299975.1 420 762 1182
GB_GCA_002708905.1 2383 2391 4774
GB_GCA_002721515.1 733 852 1585
GB_GCA_002683135.1 2396 1598 3994
GB_GCA_002392765.1 1389 971 2360
GB_GCA_002411385.1 852 1141 1993
GB_GCA_002781345.1 1091 1110 2201
GB_GCA_002392565.1 871 758 1629
GB_GCA_002733915.1 1727 1288 3015
GB_GCA_002438825.1 658 527 1185
GB_GCA_002361955.1 943 1227 2170
GB_GCA_002306895.1 761 1046 1807
GB_GCA_002702495.1 1201 1029 2230
GB_GCA_002404865.1 676 563 1239
GB_GCA_002427465.1 744 1009 1753
GB_GCA_002789815.1 358 303 661
GB_GCA_002698785.1 3952 1969 5921
GB_GCA_002685965.1 1741 1244 2985
GB_GCA_002840495.1 2577 2318 4895
GB_GCA_002307035.1 1624 1380 3004
GB_GCA_002492925.1 1124 1420 2544
GB_GCA_002441285.1 621 922 1543
GB_GCA_002381805.1 1909 1305 3214
GB_GCA_002239085.1 1772 1429 3201
GB_GCA_002342595.1 1653 1111 2764
GB_GCA_002746535.1 3358 1929 5287
