Prokka_unannotated Prokka_annotated Prokka_CDSs KEGG_unannotated KEGG_annotated Pfam_unannotated Pfam_annotated KEGG_Pfam_CDSs
GB_GCA_002716485.1 620 587 1207 663 591 358 896 1254
GB_GCA_002716745.1 372 757 1129 371 765 158 978 1136
GB_GCA_002403335.1 514 793 1307 449 878 165 1162 1327
GB_GCA_002840355.1 1273 1258 2531 1280 1306 556 2030 2586
GB_GCA_002314035.1 696 556 1252 644 621 331 934 1265
GB_GCA_002685955.1 479 426 905 547 407 268 686 954
GB_GCA_002470825.1 624 1121 1745 557 1211 242 1526 1768
GB_GCA_002450235.1 1031 815 1846 1012 889 500 1401 1901
GB_GCA_002348795.1 501 815 1316 504 863 178 1189 1367
GB_GCA_002432945.1 497 757 1254 428 840 185 1083 1268
GB_GCA_002697535.1 709 722 1431 689 758 393 1054 1447
GB_GCA_002748575.1 584 855 1439 599 948 254 1293 1547
GB_GCA_002746645.1 1169 1401 2570 1033 1571 459 2145 2604
GB_GCA_002690865.1 894 1388 2282 830 1480 395 1915 2310
GB_GCA_002345825.1 1885 1448 3333 1942 1539 772 2709 3481
GB_GCA_002372225.1 574 449 1023 536 501 293 744 1037
GB_GCA_002686415.1 903 983 1886 901 1073 464 1510 1974
GB_GCA_002685275.1 286 771 1057 293 818 96 1015 1111
GB_GCA_002409145.1 1509 1379 2888 1457 1480 633 2304 2937
GB_GCA_002428495.1 788 1175 1963 653 1325 277 1701 1978
GB_GCA_002792395.1 645 410 1055 741 435 437 739 1176
GB_GCA_002725095.1 678 1182 1860 689 1235 276 1648 1924
GB_GCA_002381615.1 1785 2230 4015 1624 2492 815 3301 4116
GB_GCA_002699285.1 798 1195 1993 796 1279 363 1712 2075
GB_GCA_002685435.1 777 719 1496 780 820 368 1232 1600
GB_GCA_002382755.1 763 1028 1791 733 1132 313 1552 1865
GB_GCA_002742765.1 1012 1294 2306 950 1446 408 1988 2396
GB_GCA_002728255.1 920 1533 2453 810 1696 333 2173 2506
GB_GCA_002474415.1 1089 1170 2259 1304 1211 500 2015 2515
GB_GCA_002403205.1 875 861 1736 767 977 362 1382 1744
GB_GCA_002691485.1 334 908 1242 329 962 136 1155 1291
GB_GCA_002333145.1 853 1336 2189 1051 1252 368 1935 2303
GB_GCA_002339595.1 1970 1413 3383 2247 1461 845 2863 3708
GB_GCA_002493305.1 993 1041 2034 924 1124 331 1717 2048
GB_GCA_002731355.1 452 806 1258 364 922 139 1147 1286
GB_GCA_002691085.1 603 1038 1641 614 1086 225 1475 1700
GB_GCA_002422525.1 1940 1612 3552 1950 1633 749 2834 3583
GB_GCA_002698985.1 2092 1440 3532 2000 1550 902 2648 3550
GB_GCA_002753105.1 2173 1768 3941 2611 1757 1076 3292 4368
GB_GCA_002721385.1 255 538 793 259 549 111 697 808
GB_GCA_002321915.1 1131 1108 2239 1188 1120 608 1700 2308
GB_GCA_002353735.1 922 846 1768 1002 888 392 1498 1890
GB_GCA_002478145.1 3512 2090 5602 3477 2211 1865 3823 5688
GB_GCA_002354055.1 1081 782 1863 1020 850 506 1364 1870
GB_GCA_002728755.1 1976 1251 3227 1990 1244 975 2259 3234
GB_GCA_002419135.1 578 758 1336 542 805 257 1090 1347
GB_GCA_002733575.1 5449 2231 7680 5472 2486 2878 5080 7958
GB_GCA_002279115.1 789 1166 1955 727 1299 299 1727 2026
GB_GCA_002346675.1 768 788 1556 753 834 324 1263 1587
GB_GCA_002362915.1 1913 2628 4541 1569 2992 570 3991 4561
GB_GCA_002726245.1 4378 1945 6323 4462 1973 2180 4255 6435
GB_GCA_002450155.1 986 948 1934 955 998 401 1552 1953
GB_GCA_002816455.1 797 1009 1806 794 1039 343 1490 1833
GB_GCA_002691725.1 753 1282 2035 725 1416 292 1849 2141
GB_GCA_002733035.1 1046 1127 2173 917 1307 407 1817 2224
GB_GCA_002696345.1 1825 1234 3059 1788 1345 917 2216 3133
GB_GCA_002391225.1 1395 1204 2599 1355 1301 527 2129 2656
GB_GCA_002717185.1 1424 2150 3574 1277 2356 492 3141 3633
GB_GCA_002778645.1 488 363 851 525 370 272 623 895
GB_GCA_002782665.1 282 251 533 302 259 173 388 561
GB_GCA_002329295.1 609 906 1515 600 929 251 1278 1529
GB_GCA_002366955.1 923 663 1586 995 718 458 1255 1713
GB_GCA_002841435.1 1238 1433 2671 1407 1535 562 2380 2942
GB_GCA_002591705.1 1217 996 2213 1133 1111 578 1666 2244
GB_GCA_002454415.1 3015 2013 5028 3398 1815 1467 3746 5213
GB_GCA_002348425.1 697 1139 1836 833 1221 279 1775 2054
GB_GCA_002339355.1 665 853 1518 677 888 293 1272 1565
GB_GCA_002709045.1 2033 1423 3456 2032 1487 771 2748 3519
GB_GCA_002297545.1 1080 915 1995 1055 1005 463 1597 2060
GB_GCA_002417975.1 694 912 1606 721 986 282 1425 1707
GB_GCA_002409445.1 1567 1109 2676 1800 1125 953 1972 2925
GB_GCA_002787905.1 407 350 757 443 366 211 598 809
GB_GCA_002339675.1 1651 2566 4217 1294 2930 478 3746 4224
GB_GCA_002338445.1 756 1207 1963 734 1288 319 1703 2022
GB_GCA_002317245.1 726 778 1504 841 788 357 1272 1629
GB_GCA_002351365.1 605 352 957 670 314 395 589 984
GB_GCA_002692225.1 896 1181 2077 810 1324 330 1804 2134
GB_GCA_002720855.1 1533 1991 3524 1310 2225 487 3048 3535
GB_GCA_002305765.1 1684 1737 3421 1611 1852 725 2738 3463
GB_GCA_002723345.1 1080 1520 2600 919 1721 358 2282 2640
GB_GCA_002476945.1 1775 2581 4356 1429 2933 552 3810 4362
GB_GCA_002702575.1 1471 1194 2665 1370 1305 696 1979 2675
GB_GCA_002690215.1 1733 2350 4083 1638 2568 583 3623 4206
GB_GCA_002305035.1 967 1193 2160 876 1309 335 1850 2185
GB_GCA_002713895.1 2283 1834 4117 2605 1630 1020 3215 4235
GB_GCA_002702965.1 3516 1691 5207 3559 1772 1537 3794 5331
GB_GCA_002716385.1 1288 1086 2374 1202 1188 609 1781 2390
GB_GCA_002365595.1 1072 1643 2715 966 1766 460 2272 2732
GB_GCA_002715005.1 1534 1997 3531 1409 2172 633 2948 3581
GB_GCA_002684315.1 1424 945 2369 1357 1044 702 1699 2401
GB_GCA_002723275.1 3137 1898 5035 3072 1987 1320 3739 5059
GB_GCA_002703565.1 553 748 1301 520 822 219 1123 1342
GB_GCA_002689385.1 875 837 1712 855 916 436 1335 1771
GB_GCA_002721365.1 1737 2017 3754 1497 2306 590 3213 3803
GB_GCA_002320605.1 1296 1069 2365 1183 1203 500 1886 2386
GB_GCA_002840095.1 2127 1927 4054 1867 2239 944 3162 4106
GB_GCA_002299825.1 1543 1626 3169 1314 1896 512 2698 3210
GB_GCA_002348145.1 1032 917 1949 1148 877 439 1586 2025
GB_GCA_002430785.1 541 380 921 537 390 342 585 927
GB_GCA_002731315.1 494 814 1308 413 917 184 1146 1330
GB_GCA_002426635.1 663 995 1658 621 1067 270 1418 1688
GB_GCA_002362065.1 925 1091 2016 941 1136 362 1715 2077
GB_GCA_002706405.1 1564 1848 3412 1299 2152 528 2923 3451
GB_GCA_002865505.1 2434 3469 5903 2153 3751 864 5040 5904
GB_GCA_002457765.1 536 1021 1557 448 1148 172 1424 1596
GB_GCA_002278975.1 1489 1517 3006 1617 1664 615 2666 3281
GB_GCA_002711415.1 1406 1056 2462 1308 1182 695 1795 2490
GB_GCA_002313815.1 671 753 1424 730 775 298 1207 1505
GB_GCA_002690995.1 1552 1819 3371 1462 2018 710 2770 3480
GB_GCA_002256685.1 1188 1378 2566 1534 1402 622 2314 2936
GB_GCA_002350005.1 1381 1263 2644 1434 1289 695 2028 2723
GB_GCA_002789155.1 1318 1617 2935 1376 1829 492 2713 3205
GB_GCA_002420305.1 2001 1145 3146 1873 1272 887 2258 3145
GB_GCA_002684755.1 1487 995 2482 1444 1124 747 1821 2568
GB_GCA_002346665.1 884 987 1871 807 1083 445 1445 1890
GB_GCA_002716585.1 2022 1121 3143 2025 1148 1013 2160 3173
GB_GCA_002338895.1 1824 1324 3148 2127 1144 881 2390 3271
GB_GCA_002698075.1 815 1314 2129 754 1441 282 1913 2195
GB_GCA_002700485.1 615 1042 1657 538 1167 225 1480 1705
GB_GCA_002413345.1 1224 1207 2431 1189 1271 600 1860 2460
GB_GCA_002377985.1 998 1449 2447 998 1548 407 2139 2546
GB_GCA_002299545.1 1195 1363 2558 1306 1466 545 2227 2772
GB_GCA_002718345.1 911 1238 2149 839 1358 351 1846 2197
GB_GCA_002705085.1 915 821 1736 848 900 456 1292 1748
GB_GCA_002684355.1 619 785 1404 598 863 243 1218 1461
GB_GCA_002427525.1 637 813 1450 568 901 211 1258 1469
GB_GCA_002325025.1 1624 2432 4056 1320 2756 476 3600 4076
GB_GCA_002354095.1 1436 1189 2625 1359 1293 615 2037 2652
GB_GCA_002838165.1 1846 2388 4234 1583 2652 636 3599 4235
GB_GCA_002726535.1 1449 701 2150 1487 743 828 1402 2230
GB_GCA_002729695.1 1476 1436 2912 1193 1743 527 2409 2936
GB_GCA_002784985.1 5372 2205 7577 5955 2204 3013 5146 8159
GB_GCA_002419125.1 348 293 641 420 267 232 455 687
GB_GCA_002449555.1 1090 990 2080 1205 1045 527 1723 2250
GB_GCA_002478725.1 1022 1439 2461 980 1594 391 2183 2574
GB_GCA_002372235.1 897 657 1554 885 712 382 1215 1597
GB_GCA_002279095.1 913 1108 2021 993 1201 397 1797 2194
GB_GCA_002709295.1 1806 1209 3015 1655 1382 879 2158 3037
GB_GCA_002724505.1 862 1440 2302 864 1594 282 2176 2458
GB_GCA_002421695.1 1429 1260 2689 1599 1292 671 2220 2891
GB_GCA_002704915.1 2245 2059 4304 2058 2284 804 3538 4342
GB_GCA_002448495.1 969 1033 2002 1008 1100 456 1652 2108
GB_GCA_002348085.1 1293 1058 2351 1392 1059 606 1845 2451
GB_GCA_002731825.1 1756 1081 2837 1698 1176 879 1995 2874
GB_GCA_002452485.1 1636 2454 4090 1303 2793 512 3584 4096
GB_GCA_002238665.1 1300 1251 2551 1363 1321 670 2014 2684
GB_GCA_002306835.1 425 743 1168 427 781 157 1051 1208
GB_GCA_002697225.1 1861 1582 3443 2109 1471 859 2721 3580
GB_GCA_002372615.1 560 438 998 219 312 145 386 531
GB_GCA_002397145.1 390 630 1020 363 667 154 876 1030
GB_GCA_002430455.1 488 707 1195 489 738 195 1032 1227
GB_GCA_002839205.1 971 963 1934 1012 1074 406 1680 2086
GB_GCA_002364715.1 2787 3226 6013 2338 3695 987 5046 6033
GB_GCA_002405615.1 514 385 899 538 397 299 636 935
GB_GCA_002299885.1 753 943 1696 682 1036 279 1439 1718
GB_GCA_002702005.1 870 1677 2547 854 1819 296 2377 2673
GB_GCA_002501135.1 644 1127 1771 587 1220 261 1546 1807
GB_GCA_002299195.1 885 1091 1976 821 1245 310 1756 2066
GB_GCA_002685935.1 1857 1110 2967 1794 1215 908 2101 3009
GB_GCA_002770925.1 1312 1582 2894 1212 1787 556 2443 2999
GB_GCA_002405015.1 798 870 1668 727 955 358 1324 1682
GB_GCA_002434595.1 1514 1539 3053 1673 1587 843 2417 3260
GB_GCA_002321055.1 1386 1661 3047 1576 1690 633 2633 3266
GB_GCA_002373045.1 1074 1249 2323 982 1372 433 1921 2354
GB_GCA_002785185.1 842 971 1813 846 999 358 1487 1845
GB_GCA_002470885.1 611 907 1518 723 918 285 1356 1641
GB_GCA_002718515.1 912 851 1763 905 892 494 1303 1797
GB_GCA_002399615.1 1721 1413 3134 1635 1515 722 2428 3150
GB_GCA_002862265.1 2839 1183 4022 3092 1273 1740 2625 4365
GB_GCA_002358165.1 878 3053 3931 905 3037 333 3609 3942
GB_GCA_002699335.1 3919 1899 5818 4312 1675 2370 3617 5987
GB_GCA_002363235.1 1363 888 2251 1403 879 769 1513 2282
GB_GCA_002432005.1 1336 870 2206 1305 1046 578 1773 2351
GB_GCA_002787335.1 204 273 477 218 304 108 414 522
GB_GCA_002686685.1 600 1096 1696 474 1262 176 1560 1736
GB_GCA_002724315.1 2563 1650 4213 2534 1738 915 3357 4272
GB_GCA_002712985.1 752 1351 2103 680 1482 254 1908 2162
GB_GCA_002714785.1 2103 1715 3818 2308 1587 956 2939 3895
GB_GCA_002691185.1 337 677 1014 329 745 121 953 1074
GB_GCA_002722955.1 3993 1708 5701 3912 1747 1802 3857 5659
GB_GCA_002329665.1 630 874 1504 653 891 240 1304 1544
GB_GCA_002862275.1 1038 741 1779 1027 807 520 1314 1834
GB_GCA_002683405.1 1454 1925 3379 1219 2182 471 2930 3401
GB_GCA_002391555.1 687 966 1653 758 1005 292 1471 1763
GB_GCA_002320375.1 232 244 476 277 237 165 349 514
GB_GCA_002323585.1 1550 1013 2563 1451 1073 737 1787 2524
GB_GCA_002701455.1 920 1751 2671 846 1925 290 2481 2771
GB_GCA_002839415.1 692 397 1089 621 482 404 699 1103
GB_GCA_002491905.1 1784 1464 3248 1612 1657 668 2601 3269
GB_GCA_002469805.1 681 1053 1734 648 1190 245 1593 1838
GB_GCA_002724235.1 1263 999 2262 1160 1084 471 1773 2244
GB_GCA_002708305.1 1120 1892 3012 937 2112 357 2692 3049
GB_GCA_002391195.1 1558 962 2520 1507 1088 771 1824 2595
GB_GCA_002405365.1 454 382 836 432 421 263 590 853
GB_GCA_002457485.1 268 617 885 215 693 79 829 908
GB_GCA_002366795.1 1698 1878 3576 1468 2171 650 2989 3639
GB_GCA_002481875.1 1226 1019 2245 1270 1060 572 1758 2330
GB_GCA_002311595.1 937 991 1928 1012 1015 484 1543 2027
GB_GCA_002297875.1 755 855 1610 792 897 326 1363 1689
GB_GCA_002476865.1 265 288 553 282 297 151 428 579
GB_GCA_002405435.1 1719 914 2633 1789 933 982 1740 2722
GB_GCA_002733285.1 1232 1168 2400 1141 1281 481 1941 2422
GB_GCA_002772815.1 560 402 962 567 437 339 665 1004
GB_GCA_002472445.1 1144 994 2138 1144 1098 436 1806 2242
GB_GCA_002298515.1 822 827 1649 753 897 393 1257 1650
GB_GCA_002361735.1 1652 1382 3034 1548 1534 675 2407 3082
GB_GCA_002441045.1 1317 1382 2699 1419 1488 558 2349 2907
GB_GCA_002793575.1 338 298 636 353 314 209 458 667
GB_GCA_002633275.1 1458 1005 2463 1519 1072 726 1865 2591
GB_GCA_002387535.1 1319 1455 2774 1216 1663 468 2411 2879
GB_GCA_002706605.1 1551 1950 3501 1203 2323 496 3030 3526
GB_GCA_002293245.1 526 303 829 570 303 338 535 873
GB_GCA_002331235.1 613 747 1360 627 787 320 1094 1414
GB_GCA_002737725.1 1374 1533 2907 1284 1644 587 2341 2928
GB_GCA_002382565.1 775 1125 1900 852 1134 294 1692 1986
GB_GCA_002321535.1 516 840 1356 551 873 226 1198 1424
GB_GCA_002372395.1 954 670 1624 982 722 505 1199 1704
GB_GCA_002351155.1 844 1058 1902 958 1066 410 1614 2024
GB_GCA_002721815.1 2156 1407 3563 2107 1458 1041 2524 3565
GB_GCA_002477625.1 630 762 1392 660 819 274 1205 1479
GB_GCA_002342105.1 1454 2040 3494 1318 2300 513 3105 3618
GB_GCA_002431095.1 953 2743 3696 980 2767 358 3389 3747
GB_GCA_002862225.1 2467 1261 3728 2509 1446 1191 2764 3955
GB_GCA_002469605.1 924 2478 3402 1249 2367 403 3213 3616
GB_GCA_002398365.1 2736 1628 4364 2668 1726 1212 3182 4394
GB_GCA_002722385.1 318 634 952 276 707 98 885 983
GB_GCA_002404605.1 967 1074 2041 971 1134 349 1756 2105
GB_GCA_002712335.1 951 1673 2624 827 1854 295 2386 2681
GB_GCA_002405005.1 562 634 1196 594 644 273 965 1238
GB_GCA_002293065.1 1125 873 1998 1088 974 532 1530 2062
GB_GCA_002432625.1 957 1109 2066 902 1220 433 1689 2122
GB_GCA_002341315.1 1200 1416 2616 1242 1436 617 2061 2678
GB_GCA_002415425.1 1076 922 1998 1368 747 588 1527 2115
GB_GCA_002341345.1 1961 1295 3256 1911 1451 1044 2318 3362
GB_GCA_002329125.1 808 885 1693 869 938 381 1426 1807
GB_GCA_002709075.1 910 1457 2367 743 1643 310 2076 2386
GB_GCA_900169065.1 1762 2010 3772 1603 2195 670 3128 3798
GB_GCA_002789335.1 354 388 742 430 394 222 602 824
GB_GCA_002718815.1 3051 1881 4932 2900 1973 1422 3451 4873
GB_GCA_002382445.1 793 1527 2320 790 1578 285 2083 2368
GB_GCA_002779365.1 315 298 613 351 308 175 484 659
GB_GCA_002840535.1 3346 2908 6254 3136 3160 1338 4958 6296
GB_GCA_002724245.1 3772 1950 5722 3735 2076 1571 4240 5811
GB_GCA_002782285.1 421 406 827 460 415 239 636 875
GB_GCA_002780715.1 1571 1543 3114 1551 1712 708 2555 3263
GB_GCA_002453895.1 1477 1231 2708 1346 1366 652 2060 2712
GB_GCA_002773625.1 342 360 702 344 377 181 540 721
GB_GCA_002336265.1 928 890 1818 940 965 534 1371 1905
GB_GCA_002435785.1 2916 1529 4445 2819 1665 1369 3115 4484
GB_GCA_002457735.1 425 562 987 389 628 171 846 1017
GB_GCA_002347985.1 1056 872 1928 1056 921 514 1463 1977
GB_GCA_002785005.1 577 388 965 573 411 390 594 984
GB_GCA_002360755.1 2006 2550 4556 1689 2898 733 3854 4587
GB_GCA_002281395.1 1512 1533 3045 1633 1676 620 2689 3309
GB_GCA_002722845.1 1387 902 2289 1345 953 719 1579 2298
GB_GCA_002338385.1 560 1014 1574 557 1084 257 1384 1641
GB_GCA_002432125.1 1258 1397 2655 1121 1612 494 2239 2733
GB_GCA_002687515.1 1667 2180 3847 1448 2457 547 3358 3905
GB_GCA_002314055.1 1540 1070 2610 1468 1192 750 1910 2660
GB_GCA_002733665.1 1342 1156 2498 1238 1274 539 1973 2512
GB_GCA_002790795.1 761 621 1382 1087 658 524 1221 1745
GB_GCA_002423385.1 2193 1543 3736 2371 1453 998 2826 3824
GB_GCA_002381895.1 1584 1671 3255 1502 1788 627 2663 3290
GB_GCA_002698705.1 746 865 1611 672 976 307 1341 1648
GB_GCA_002407855.1 866 874 1740 795 952 365 1382 1747
GB_GCA_002325295.1 969 1362 2331 963 1400 422 1941 2363
GB_GCA_002450435.1 657 821 1478 733 879 305 1307 1612
GB_GCA_002385985.1 1113 1309 2422 1007 1414 376 2045 2421
GB_GCA_002423895.1 1179 940 2119 1128 1001 522 1607 2129
GB_GCA_002315595.1 808 833 1641 796 867 297 1366 1663
GB_GCA_002429315.1 2007 1526 3533 1898 1682 926 2654 3580
GB_GCA_002280405.1 1338 1620 2958 1207 1842 480 2569 3049
GB_GCA_002397865.1 377 575 952 370 598 186 782 968
GB_GCA_900240245.1 1416 1689 3105 1284 1823 406 2701 3107
GB_GCA_002771035.1 1122 445 1567 570 348 339 579 918
GB_GCA_002308775.1 668 698 1366 768 683 303 1148 1451
GB_GCA_002292105.1 1341 936 2277 1372 1009 632 1749 2381
GB_GCA_002699025.1 4619 2408 7027 4476 2622 2450 4648 7098
GB_GCA_002781785.1 672 499 1171 735 492 418 809 1227
GB_GCA_002453175.1 288 291 579 319 279 167 431 598
GB_GCA_002323085.1 1204 975 2179 1226 1018 505 1739 2244
GB_GCA_002413865.1 641 442 1083 612 473 384 701 1085
GB_GCA_002731735.1 1014 963 1977 985 1046 459 1572 2031
GB_GCA_002693325.1 1514 1497 3011 1640 1499 667 2472 3139
GB_GCA_002344735.1 513 372 885 474 419 328 565 893
GB_GCA_002841025.1 1199 1070 2269 1271 1217 537 1951 2488
GB_GCA_002309425.1 1243 809 2052 1299 812 799 1312 2111
GB_GCA_002295925.1 1277 1095 2372 1193 1185 501 1877 2378
GB_GCA_002415485.1 1326 1545 2871 1253 1659 493 2419 2912
GB_GCA_002359495.1 1063 2787 3850 1136 2786 392 3530 3922
GB_GCA_002791395.1 721 408 1129 824 406 460 770 1230
GB_GCA_002429165.1 1401 1504 2905 1326 1659 664 2321 2985
GB_GCA_002436905.1 648 619 1267 578 694 270 1002 1272
GB_GCA_002753305.1 1846 1539 3385 1932 1526 847 2611 3458
GB_GCA_002395525.1 1040 959 1999 1009 1042 434 1617 2051
GB_GCA_002359915.1 744 1007 1751 915 878 358 1435 1793
GB_GCA_002436115.1 604 964 1568 713 964 313 1364 1677
GB_GCA_002361355.1 1395 1292 2687 1243 1457 593 2107 2700
GB_GCA_002382205.1 1269 1844 3113 1144 2004 435 2713 3148
GB_GCA_002791155.1 1448 939 2387 1706 993 879 1820 2699
GB_GCA_002839375.1 2697 1972 4669 2714 1960 1214 3460 4674
GB_GCA_002306815.1 726 1183 1909 767 1179 305 1641 1946
GB_GCA_002311345.1 1377 1033 2410 1334 1092 697 1729 2426
GB_GCA_002343385.1 472 392 864 428 449 283 594 877
GB_GCA_002403545.1 508 815 1323 527 892 269 1150 1419
GB_GCA_002339345.1 946 1417 2363 851 1561 338 2074 2412
GB_GCA_002395625.1 904 837 1741 930 894 397 1427 1824
GB_GCA_002313905.1 1634 1495 3129 1625 1600 884 2341 3225
GB_GCA_002840835.1 2513 2866 5379 2189 3294 807 4676 5483
GB_GCA_002297285.1 864 769 1633 858 829 392 1295 1687
GB_GCA_002319885.1 1881 1668 3549 1935 1787 768 2954 3722
GB_GCA_002694885.1 1816 1474 3290 1795 1582 837 2540 3377
GB_GCA_002452815.1 1300 1817 3117 972 2165 394 2743 3137
GB_GCA_002438685.1 896 967 1863 948 989 382 1555 1937
GB_GCA_002394835.1 1034 719 1753 974 794 522 1246 1768
GB_GCA_002787415.1 355 306 661 382 337 215 504 719
GB_GCA_002753505.1 1892 1619 3511 1840 1710 934 2616 3550
GB_GCA_002842205.1 1454 2126 3580 1088 2512 406 3194 3600
GB_GCA_002351705.1 897 952 1849 880 992 373 1499 1872
GB_GCA_002317385.1 1212 1130 2342 1145 1228 476 1897 2373
GB_GCA_002396885.1 2779 1638 4417 2775 1701 1237 3239 4476
GB_GCA_002332905.1 1499 1540 3039 1401 1650 560 2491 3051
GB_GCA_002399315.1 1191 1508 2699 1205 1594 505 2294 2799
GB_GCA_002346405.1 422 849 1271 503 823 213 1113 1326
GB_GCA_002424575.1 610 772 1382 670 830 266 1234 1500
GB_GCA_002364245.1 930 772 1702 917 829 390 1356 1746
GB_GCA_002440965.1 606 902 1508 588 930 247 1271 1518
GB_GCA_002432095.1 2161 1812 3973 2212 1861 995 3078 4073
GB_GCA_002293105.1 1077 723 1800 1101 774 622 1253 1875
GB_GCA_002773245.1 518 426 944 514 432 297 649 946
GB_GCA_002784345.1 474 350 824 490 355 298 547 845
GB_GCA_002478245.1 445 678 1123 479 698 191 986 1177
GB_GCA_002760085.1 822 1189 2011 868 1297 333 1832 2165
GB_GCA_002291955.1 1788 1676 3464 1731 1998 825 2904 3729
GB_GCA_002297905.1 878 926 1804 986 935 351 1570 1921
GB_GCA_002309805.1 1464 1014 2478 1381 1115 606 1890 2496
GB_GCA_002397835.1 778 920 1698 731 1012 319 1424 1743
GB_GCA_002790695.1 179 252 431 178 276 94 360 454
GB_GCA_002281025.1 478 933 1411 664 1103 242 1525 1767
GB_GCA_002470695.1 881 1341 2222 985 1359 417 1927 2344
GB_GCA_002480425.1 1256 1498 2754 1049 1767 415 2401 2816
GB_GCA_002298915.1 1146 1513 2659 1061 1609 414 2256 2670
GB_GCA_002695205.1 1196 1302 2498 1165 1423 534 2054 2588
GB_GCA_002452425.1 747 783 1530 781 903 357 1327 1684
GB_GCA_002771495.1 356 304 660 350 326 185 491 676
GB_GCA_002478765.1 680 887 1567 668 966 287 1347 1634
GB_GCA_002780705.1 603 697 1300 620 735 267 1088 1355
GB_GCA_002840635.1 1930 1499 3429 2346 1402 926 2822 3748
GB_GCA_002435245.1 1026 1292 2318 1197 1287 504 1980 2484
GB_GCA_002360945.1 1084 3368 4452 1109 3366 356 4119 4475
GB_GCA_002728495.1 996 1129 2125 926 1230 419 1737 2156
GB_GCA_002293825.1 436 425 861 426 442 227 641 868
GB_GCA_002713695.1 2021 1290 3311 1909 1397 1226 2080 3306
GB_GCA_002281575.1 1458 1391 2849 1350 1507 533 2324 2857
GB_GCA_002304445.1 1630 1516 3146 1420 1737 620 2537 3157
GB_GCA_002473365.1 923 894 1817 893 969 408 1454 1862
GB_GCA_002309335.1 1054 716 1770 1037 753 504 1286 1790
GB_GCA_002336305.1 610 733 1343 602 801 223 1180 1403
GB_GCA_002428895.1 969 1099 2068 1106 1077 591 1592 2183
GB_GCA_002733955.1 2120 2521 4641 1696 2965 609 4052 4661
GB_GCA_002490775.1 1811 1369 3180 1699 1530 811 2418 3229
GB_GCA_002346525.1 1076 1250 2326 1055 1355 478 1932 2410
GB_GCA_002338605.1 2234 1659 3893 2320 1778 1149 2949 4098
GB_GCA_002309875.1 820 748 1568 898 728 507 1119 1626
GB_GCA_002281815.1 626 1232 1858 674 1356 247 1783 2030
GB_GCA_002491805.1 651 708 1359 607 789 266 1130 1396
GB_GCA_002347935.1 383 721 1104 527 642 197 972 1169
GB_GCA_002414845.1 1274 1590 2864 1246 1648 544 2350 2894
GB_GCA_002772785.1 882 513 1395 881 538 552 867 1419
GB_GCA_002398695.1 458 751 1209 453 775 206 1022 1228
GB_GCA_002419445.1 442 680 1122 495 722 211 1006 1217
GB_GCA_002472945.1 1831 1445 3276 1718 1565 830 2453 3283
GB_GCA_002279765.1 4263 2050 6313 4407 2039 2139 4307 6446
GB_GCA_002686065.1 1571 1119 2690 1653 1215 957 1911 2868
GB_GCA_002383325.1 1633 1356 2989 1612 1467 674 2405 3079
GB_GCA_002353755.1 1271 1324 2595 1230 1411 525 2116 2641
GB_GCA_002490635.1 874 864 1738 800 956 351 1405 1756
GB_GCA_002293795.1 454 341 795 481 354 295 540 835
GB_GCA_002492725.1 1505 1366 2871 1365 1538 577 2326 2903
GB_GCA_002426835.1 1325 1254 2579 1513 1167 583 2097 2680
GB_GCA_002712305.1 2596 1896 4492 2721 1836 1210 3347 4557
GB_GCA_002256925.1 1520 1546 3066 1556 1801 609 2748 3357
GB_GCA_002472065.1 993 1108 2101 952 1209 358 1803 2161
GB_GCA_002451155.1 1853 1465 3318 1978 1487 881 2584 3465
GB_GCA_002724575.1 1070 1053 2123 1066 1145 527 1684 2211
GB_GCA_002779055.1 345 387 732 368 417 156 629 785
GB_GCA_002408215.1 933 1078 2011 869 1184 414 1639 2053
GB_GCA_002345315.1 964 3122 4086 984 3107 332 3759 4091
GB_GCA_002493435.1 648 675 1323 639 735 276 1098 1374
GB_GCA_002363075.1 589 572 1161 715 594 329 980 1309
GB_GCA_002336895.1 3599 1975 5574 3574 2012 1662 3924 5586
GB_GCA_002323535.1 986 742 1728 1025 808 634 1199 1833
GB_GCA_002471105.1 2566 1548 4114 2951 1445 1307 3089 4396
GB_GCA_002353085.1 919 789 1708 940 837 422 1355 1777
